ZIP,Month,Usage (GAL),Avg_Temp_F,Total_Rainfall_Inches,Avg_Humidity_Percent,Season,Population_Density
79903,2024-03,2799764.0,68.0,0.2,42.0,Spring,3200.0
79903,2024-04,3428084.0,74.0,0.3,38.0,Spring,3200.0
79903,2024-05,3357772.0,83.0,0.2,32.0,Spring,3200.0
79903,2024-06,4713148.0,92.0,0.1,25.0,Summer,3200.0
79903,2024-07,4600948.0,98.0,0.0,20.0,Summer,3200.0
79903,2024-08,4329424.0,,,,,
79903,2024-09,4844796.0,,,,,
79903,2024-10,3754212.0,,,,,
79903,2024-11,3915780.0,,,,,
79903,2024-12,3190220.0,,,,,
79903,2025-01,3026408.0,,,,,
79903,2025-02,2888028.0,,,,,
79903,2025-03,3277736.0,,,,,
79903,2025-04,3292696.0,,,,,
79904,2020-02,2469896.0,,,,,
79904,2020-03,5755112.0,,,,,
79904,2020-04,7224932.0,,,,,
79904,2020-05,8365632.0,,,,,
79904,2020-06,8815928.0,,,,,
79904,2020-07,10011232.0,,,,,
79904,2020-08,8756836.0,,,,,
79904,2020-09,8306540.0,,,,,
79904,2020-10,7637080.0,,,,,
79904,2020-11,5846368.0,,,,,
79904,2020-12,6221116.0,,,,,
79904,2021-01,5891248.0,,,,,
79904,2021-02,4939792.0,,,,,
79904,2021-03,6194188.0,,,,,
79904,2021-04,6592872.0,,,,,
79904,2021-05,7312448.0,,,,,
79904,2021-06,8849588.0,,,,,
79904,2021-07,7089544.0,,,,,
79904,2021-08,7337880.0,,,,,
79904,2021-09,7592200.0,,,,,
79904,2021-10,6548740.0,,,,,
79904,2021-11,6162772.0,,,,,
79904,2021-12,6470200.0,,,,,
79904,2022-01,5159704.0,55.0,0.4,50.0,Winter,3200.0
79904,2022-02,4385524.0,60.0,0.2,45.0,Winter,3200.0
79904,2022-03,7087300.0,65.0,0.3,40.0,Spring,3200.0
79904,2022-04,6566692.0,70.0,0.5,35.0,Spring,3200.0
79904,2022-05,7464292.0,80.0,0.2,30.0,Spring,3200.0
79904,2022-06,8317760.0,90.0,0.1,25.0,Summer,3200.0
79904,2022-07,7717864.0,95.0,0.0,20.0,Summer,3200.0
79904,2022-08,7303472.0,93.0,0.0,22.0,Summer,3200.0
79904,2022-09,7091788.0,85.0,0.3,30.0,Fall,3200.0
79904,2022-10,5706492.0,75.0,0.4,40.0,Fall,3200.0
79904,2022-11,5835896.0,65.0,0.2,45.0,Fall,3200.0
79904,2022-12,5426740.0,55.0,0.5,50.0,Winter,3200.0
79904,2023-01,5914436.0,56.0,0.3,50.0,Winter,3200.0
79904,2023-02,4329424.0,61.0,0.2,45.0,Winter,3200.0
79904,2023-03,6164268.0,67.0,0.2,42.0,Spring,3200.0
79904,2023-04,6625784.0,73.0,0.3,38.0,Spring,3200.0
79904,2023-05,6636256.0,82.0,0.2,32.0,Spring,3200.0
79904,2023-06,8293076.0,91.0,0.1,25.0,Summer,3200.0
79904,2023-07,8236976.0,97.0,0.0,20.0,Summer,3200.0
79904,2023-08,8177884.0,94.0,0.0,22.0,Summer,3200.0
79904,2023-09,7549564.0,86.0,0.2,30.0,Fall,3200.0
79904,2023-10,6280208.0,76.0,0.3,40.0,Fall,3200.0
79904,2023-11,6391660.0,66.0,0.2,45.0,Fall,3200.0
79904,2023-12,6251784.0,56.0,0.4,50.0,Winter,3200.0
79904,2024-01,6441776.0,57.0,0.3,50.0,Winter,3200.0
79904,2024-02,4593468.0,62.0,0.2,45.0,Winter,3200.0
79904,2024-03,6651216.0,68.0,0.2,42.0,Spring,3200.0
79904,2024-04,6586140.0,74.0,0.3,38.0,Spring,3200.0
79904,2024-05,7561532.0,83.0,0.2,32.0,Spring,3200.0
79904,2024-06,8457636.0,92.0,0.1,25.0,Summer,3200.0
79904,2024-07,8530940.0,98.0,0.0,20.0,Summer,3200.0
79904,2024-08,7574248.0,,,,,
79904,2024-09,7546572.0,,,,,
79904,2024-10,7221192.0,,,,,
79904,2024-11,5659368.0,,,,,
79904,2024-12,6078248.0,,,,,
79904,2025-01,6378196.0,,,,,
79904,2025-02,4722124.0,,,,,
79904,2025-03,6590628.0,,,,,
79904,2025-04,3600124.0,,,,,
79904-1606  ,2020-02,2992.0,,,,,
79904-1606  ,2020-03,1496.0,,,,,
79904-1606  ,2020-04,1496.0,,,,,
79904-1606  ,2020-05,1496.0,,,,,
79904-1606  ,2020-06,2992.0,,,,,
79904-1606  ,2020-07,1496.0,,,,,
79904-1606  ,2020-08,2992.0,,,,,
79904-1606  ,2020-09,1496.0,,,,,
79904-1606  ,2020-10,2992.0,,,,,
79904-1606  ,2020-11,2992.0,,,,,
79904-1606  ,2020-12,1496.0,,,,,
79904-1606  ,2021-01,2992.0,,,,,
79904-1606  ,2021-02,1496.0,,,,,
79904-1606  ,2021-03,2992.0,,,,,
79904-1606  ,2021-04,1496.0,,,,,
79904-1606  ,2021-05,1496.0,,,,,
79904-1606  ,2021-06,2992.0,,,,,
79904-1606  ,2021-07,2992.0,,,,,
79904-1606  ,2021-08,1496.0,,,,,
79904-1606  ,2021-09,2992.0,,,,,
79904-1606  ,2021-10,0.0,,,,,
79904-1606  ,2021-11,2992.0,,,,,
79904-1606  ,2021-12,2992.0,,,,,
79904-1606  ,2022-01,1496.0,55.0,0.4,50.0,Winter,3200.0
79904-1606  ,2022-02,1496.0,60.0,0.2,45.0,Winter,3200.0
79904-1606  ,2022-03,4488.0,65.0,0.3,40.0,Spring,3200.0
79904-1606  ,2022-04,2992.0,70.0,0.5,35.0,Spring,3200.0
79904-1606  ,2022-05,4488.0,80.0,0.2,30.0,Spring,3200.0
79904-1606  ,2022-06,2992.0,90.0,0.1,25.0,Summer,3200.0
79904-1606  ,2022-07,4488.0,95.0,0.0,20.0,Summer,3200.0
79904-1606  ,2022-08,2992.0,93.0,0.0,22.0,Summer,3200.0
79904-1606  ,2022-09,2992.0,85.0,0.3,30.0,Fall,3200.0
79904-1606  ,2022-10,1496.0,75.0,0.4,40.0,Fall,3200.0
79904-1606  ,2022-11,1496.0,65.0,0.2,45.0,Fall,3200.0
79904-1606  ,2022-12,2992.0,55.0,0.5,50.0,Winter,3200.0
79904-1606  ,2023-01,2992.0,56.0,0.3,50.0,Winter,3200.0
79904-1606  ,2023-02,1496.0,61.0,0.2,45.0,Winter,3200.0
79904-1606  ,2023-03,2992.0,67.0,0.2,42.0,Spring,3200.0
79904-1606  ,2023-04,1496.0,73.0,0.3,38.0,Spring,3200.0
79904-1606  ,2023-05,1496.0,82.0,0.2,32.0,Spring,3200.0
79904-1606  ,2023-06,2992.0,91.0,0.1,25.0,Summer,3200.0
79904-1606  ,2023-07,1496.0,97.0,0.0,20.0,Summer,3200.0
79904-1606  ,2023-08,1496.0,94.0,0.0,22.0,Summer,3200.0
79904-1606  ,2023-09,1496.0,86.0,0.2,30.0,Fall,3200.0
79904-1606  ,2023-10,2992.0,76.0,0.3,40.0,Fall,3200.0
79904-1606  ,2023-11,1496.0,66.0,0.2,45.0,Fall,3200.0
79904-1606  ,2023-12,1496.0,56.0,0.4,50.0,Winter,3200.0
79904-1606  ,2024-01,4488.0,57.0,0.3,50.0,Winter,3200.0
79904-1606  ,2024-02,1496.0,62.0,0.2,45.0,Winter,3200.0
79904-1606  ,2024-03,1496.0,68.0,0.2,42.0,Spring,3200.0
79904-1606  ,2024-04,2992.0,74.0,0.3,38.0,Spring,3200.0
79904-1606  ,2024-05,1496.0,83.0,0.2,32.0,Spring,3200.0
79904-1606  ,2024-06,2992.0,92.0,0.1,25.0,Summer,3200.0
79904-1606  ,2024-07,1496.0,98.0,0.0,20.0,Summer,3200.0
79904-1606  ,2024-08,2992.0,,,,,
79904-1606  ,2024-09,1496.0,,,,,
79904-1606  ,2024-10,2992.0,,,,,
79904-1606  ,2024-11,1496.0,,,,,
79904-1606  ,2024-12,2992.0,,,,,
79904-1606  ,2025-01,1496.0,,,,,
79904-1606  ,2025-02,1496.0,,,,,
79904-1606  ,2025-03,2992.0,,,,,
79905,2020-02,1496.0,,,,,
79905,2020-03,5945852.0,,,,,
79905,2020-04,6147064.0,,,,,
79905,2020-05,7481496.0,,,,,
79905,2020-06,9041824.0,,,,,
79905,2020-07,9772620.0,,,,,
79905,2020-08,9626760.0,,,,,
79905,2020-09,8513736.0,,,,,
79905,2020-10,7298236.0,,,,,
79905,2020-11,6482168.0,,,,,
79905,2020-12,5725192.0,,,,,
79905,2021-01,5622716.0,,,,,
79905,2021-02,5420008.0,,,,,
79905,2021-03,6176984.0,,,,,
79905,2021-04,6671412.0,,,,,
79905,2021-05,6844948.0,,,,,
79905,2021-06,7868960.0,,,,,
79905,2021-07,8372364.0,,,,,
79905,2021-08,8201072.0,,,,,
79905,2021-09,8137492.0,,,,,
79905,2021-10,6916756.0,,,,,
79905,2021-11,6771644.0,,,,,
79905,2021-12,6288436.0,,,,,
79905,2022-01,6761172.0,55.0,0.4,50.0,Winter,3200.0
79905,2022-02,5295092.0,60.0,0.2,45.0,Winter,3200.0
79905,2022-03,6902544.0,65.0,0.3,40.0,Spring,3200.0
79905,2022-04,6711804.0,70.0,0.5,35.0,Spring,3200.0
79905,2022-05,7326660.0,80.0,0.2,30.0,Spring,3200.0
79905,2022-06,8083636.0,90.0,0.1,25.0,Summer,3200.0
79905,2022-07,8659596.0,95.0,0.0,20.0,Summer,3200.0
79905,2022-08,7390988.0,93.0,0.0,22.0,Summer,3200.0
79905,2022-09,7404452.0,85.0,0.3,30.0,Fall,3200.0
79905,2022-10,6616060.0,75.0,0.4,40.0,Fall,3200.0
79905,2022-11,5832156.0,65.0,0.2,45.0,Fall,3200.0
79905,2022-12,5799244.0,55.0,0.5,50.0,Winter,3200.0
79905,2023-01,6123876.0,56.0,0.3,50.0,Winter,3200.0
79905,2023-02,5063960.0,61.0,0.2,45.0,Winter,3200.0
79905,2023-03,6015416.0,67.0,0.2,42.0,Spring,3200.0
79905,2023-04,6738732.0,73.0,0.3,38.0,Spring,3200.0
79905,2023-05,7334140.0,82.0,0.2,32.0,Spring,3200.0
79905,2023-06,7980412.0,91.0,0.1,25.0,Summer,3200.0
79905,2023-07,9091192.0,97.0,0.0,20.0,Summer,3200.0
79905,2023-08,8350672.0,94.0,0.0,22.0,Summer,3200.0
79905,2023-09,8058952.0,86.0,0.2,30.0,Fall,3200.0
79905,2023-10,6713300.0,76.0,0.3,40.0,Fall,3200.0
79905,2023-11,5918924.0,66.0,0.2,45.0,Fall,3200.0
79905,2023-12,5687792.0,56.0,0.4,50.0,Winter,3200.0
79905,2024-01,6216628.0,57.0,0.3,50.0,Winter,3200.0
79905,2024-02,5111084.0,62.0,0.2,45.0,Winter,3200.0
79905,2024-03,5969040.0,68.0,0.2,42.0,Spring,3200.0
79905,2024-04,6364732.0,74.0,0.3,38.0,Spring,3200.0
79905,2024-05,6441776.0,83.0,0.2,32.0,Spring,3200.0
79905,2024-06,7492716.0,92.0,0.1,25.0,Summer,3200.0
79905,2024-07,8221268.0,98.0,0.0,20.0,Summer,3200.0
79905,2024-08,7051396.0,,,,,
79905,2024-09,6966872.0,,,,,
79905,2024-10,6737236.0,,,,,
79905,2024-11,5800740.0,,,,,
79905,2024-12,5805976.0,,,,,
79905,2025-01,5837392.0,,,,,
79905,2025-02,5272652.0,,,,,
79905,2025-03,5681060.0,,,,,
79905,2025-04,6152300.0,,,,,
79905-4923  ,2020-03,2992.0,,,,,
79905-4923  ,2020-04,2992.0,,,,,
79905-4923  ,2020-05,1496.0,,,,,
79906,2020-02,1496.0,,,,,
79906,2020-03,1496.0,,,,,
79906,2020-04,1496.0,,,,,
79906,2020-05,1496.0,,,,,
79906,2020-06,2992.0,,,,,
79906,2020-07,2992.0,,,,,
79906,2020-08,1496.0,,,,,
79906,2020-09,2992.0,,,,,
79906,2020-10,1496.0,,,,,
79906,2020-11,2992.0,,,,,
79906,2020-12,4488.0,,,,,
79906,2021-01,4488.0,,,,,
79906,2021-02,4488.0,,,,,
79906,2021-03,8976.0,,,,,
79906,2021-04,17952.0,,,,,
79906,2021-05,17952.0,,,,,
79906,2021-06,23936.0,,,,,
79906,2021-07,23936.0,,,,,
79906,2021-08,17952.0,,,,,
79906,2021-09,23936.0,,,,,
79906,2021-10,8976.0,,,,,
79906,2021-11,5984.0,,,,,
79906,2021-12,5984.0,,,,,
79906,2022-01,4488.0,55.0,0.4,50.0,Winter,3200.0
79906,2022-02,5984.0,60.0,0.2,45.0,Winter,3200.0
79906,2022-03,5984.0,65.0,0.3,40.0,Spring,3200.0
79906,2022-04,4488.0,70.0,0.5,35.0,Spring,3200.0
79906,2022-05,4488.0,80.0,0.2,30.0,Spring,3200.0
79906,2022-06,5984.0,90.0,0.1,25.0,Summer,3200.0
79906,2022-07,4488.0,95.0,0.0,20.0,Summer,3200.0
79906,2022-08,7480.0,93.0,0.0,22.0,Summer,3200.0
79906,2022-09,8976.0,85.0,0.3,30.0,Fall,3200.0
79906,2022-10,8976.0,75.0,0.4,40.0,Fall,3200.0
79906,2022-11,2992.0,65.0,0.2,45.0,Fall,3200.0
79906,2022-12,2992.0,55.0,0.5,50.0,Winter,3200.0
79906,2023-01,2992.0,56.0,0.3,50.0,Winter,3200.0
79906,2023-02,4488.0,61.0,0.2,45.0,Winter,3200.0
79906,2023-03,1496.0,67.0,0.2,42.0,Spring,3200.0
79906,2023-04,11968.0,73.0,0.3,38.0,Spring,3200.0
79906,2023-05,10472.0,82.0,0.2,32.0,Spring,3200.0
79906,2023-06,7480.0,91.0,0.1,25.0,Summer,3200.0
79906,2023-07,8976.0,97.0,0.0,20.0,Summer,3200.0
79906,2023-08,4488.0,94.0,0.0,22.0,Summer,3200.0
79906,2023-09,7480.0,86.0,0.2,30.0,Fall,3200.0
79906,2023-10,5984.0,76.0,0.3,40.0,Fall,3200.0
79906,2023-11,5984.0,66.0,0.2,45.0,Fall,3200.0
79906,2023-12,4488.0,56.0,0.4,50.0,Winter,3200.0
79906,2024-01,7480.0,57.0,0.3,50.0,Winter,3200.0
79906,2024-02,4488.0,62.0,0.2,45.0,Winter,3200.0
79906,2024-03,8976.0,68.0,0.2,42.0,Spring,3200.0
79906,2024-04,7480.0,74.0,0.3,38.0,Spring,3200.0
79906,2024-05,20944.0,83.0,0.2,32.0,Spring,3200.0
79906,2024-06,8976.0,92.0,0.1,25.0,Summer,3200.0
79906,2024-07,14960.0,98.0,0.0,20.0,Summer,3200.0
79906,2024-08,10472.0,,,,,
79906,2024-09,20944.0,,,,,
79906,2024-10,11968.0,,,,,
79906,2024-11,5984.0,,,,,
79906,2024-12,7480.0,,,,,
79906,2025-01,8976.0,,,,,
79906,2025-02,8976.0,,,,,
79906,2025-03,22440.0,,,,,
79907,2020-02,10472.0,,,,,
79907,2020-03,13486440.0,,,,,
79907,2020-04,15751384.0,,,,,
79907,2020-05,18307300.0,,,,,
79907,2020-06,21237964.0,,,,,
79907,2020-07,23024936.0,,,,,
79907,2020-08,21244696.0,,,,,
79907,2020-09,21903684.0,,,,,
79907,2020-10,17613904.0,,,,,
79907,2020-11,16011688.0,,,,,
79907,2020-12,15196368.0,,,,,
79907,2021-01,14354868.0,,,,,
79907,2021-02,13381720.0,,,,,
79907,2021-03,14894924.0,,,,,
79907,2021-04,16777640.0,,,,,
79907,2021-05,15874804.0,,,,,
79907,2021-06,19715784.0,,,,,
79907,2021-07,20602164.0,,,,,
79907,2021-08,17552568.0,,,,,
79907,2021-09,19111400.0,,,,,
79907,2021-10,16706580.0,,,,,
79907,2021-11,14666036.0,,,,,
79907,2021-12,15847876.0,,,,,
79907,2022-01,14640604.0,55.0,0.4,50.0,Winter,3200.0
79907,2022-02,11879736.0,60.0,0.2,45.0,Winter,3200.0
79907,2022-03,16000468.0,65.0,0.3,40.0,Spring,3200.0
79907,2022-04,15946612.0,70.0,0.5,35.0,Spring,3200.0
79907,2022-05,16815040.0,80.0,0.2,30.0,Spring,3200.0
79907,2022-06,21259656.0,90.0,0.1,25.0,Summer,3200.0
79907,2022-07,18708976.0,95.0,0.0,20.0,Summer,3200.0
79907,2022-08,20199740.0,93.0,0.0,22.0,Summer,3200.0
79907,2022-09,16316872.0,85.0,0.3,30.0,Fall,3200.0
79907,2022-10,15368408.0,75.0,0.4,40.0,Fall,3200.0
79907,2022-11,14286052.0,65.0,0.2,45.0,Fall,3200.0
79907,2022-12,15096136.0,55.0,0.5,50.0,Winter,3200.0
79907,2023-01,14449864.0,56.0,0.3,50.0,Winter,3200.0
79907,2023-02,12880560.0,61.0,0.2,45.0,Winter,3200.0
79907,2023-03,14491752.0,67.0,0.2,42.0,Spring,3200.0
79907,2023-04,15447696.0,73.0,0.3,38.0,Spring,3200.0
79907,2023-05,16683392.0,82.0,0.2,32.0,Spring,3200.0
79907,2023-06,18575084.0,91.0,0.1,25.0,Summer,3200.0
79907,2023-07,20991124.0,97.0,0.0,20.0,Summer,3200.0
79907,2023-08,20819832.0,94.0,0.0,22.0,Summer,3200.0
79907,2023-09,17624376.0,86.0,0.2,30.0,Fall,3200.0
79907,2023-10,16019168.0,76.0,0.3,40.0,Fall,3200.0
79907,2023-11,14299516.0,66.0,0.2,45.0,Fall,3200.0
79907,2023-12,13129644.0,56.0,0.4,50.0,Winter,3200.0
79907,2024-01,14167868.0,57.0,0.3,50.0,Winter,3200.0
79907,2024-02,12757888.0,62.0,0.2,45.0,Winter,3200.0
79907,2024-03,14528404.0,68.0,0.2,42.0,Spring,3200.0
79907,2024-04,14986928.0,74.0,0.3,38.0,Spring,3200.0
79907,2024-05,16415608.0,83.0,0.2,32.0,Spring,3200.0
79907,2024-06,17942276.0,92.0,0.1,25.0,Summer,3200.0
79907,2024-07,20103996.0,98.0,0.0,20.0,Summer,3200.0
79907,2024-08,17401472.0,,,,,
79907,2024-09,17219708.0,,,,,
79907,2024-10,16535288.0,,,,,
79907,2024-11,14395260.0,,,,,
79907,2024-12,13618088.0,,,,,
79907,2025-01,14838076.0,,,,,
79907,2025-02,12711512.0,,,,,
79907,2025-03,13754972.0,,,,,
79907,2025-04,14403488.0,,,,,
79907-1615  ,2020-03,10472.0,,,,,
79907-1615  ,2020-04,11968.0,,,,,
79907-1615  ,2020-05,11968.0,,,,,
79907-1615  ,2020-06,26928.0,,,,,
79907-1615  ,2020-07,20944.0,,,,,
79907-1615  ,2020-08,22440.0,,,,,
79907-1615  ,2020-09,11968.0,,,,,
79907-1615  ,2020-10,8976.0,,,,,
79907-1615  ,2020-11,8976.0,,,,,
79907-1615  ,2020-12,10472.0,,,,,
79907-1615  ,2021-01,7480.0,,,,,
79907-1615  ,2021-02,8976.0,,,,,
79907-1615  ,2021-03,7480.0,,,,,
79907-1615  ,2021-04,8976.0,,,,,
79907-1615  ,2021-05,5984.0,,,,,
79907-1615  ,2021-06,10472.0,,,,,
79907-1615  ,2021-07,8976.0,,,,,
79907-1615  ,2021-08,8976.0,,,,,
79907-1615  ,2021-09,7480.0,,,,,
79907-1615  ,2021-10,5984.0,,,,,
79907-1615  ,2021-11,5984.0,,,,,
79907-1615  ,2021-12,7480.0,,,,,
79907-1615  ,2022-01,2992.0,55.0,0.4,50.0,Winter,3200.0
79907-1615  ,2022-02,4488.0,60.0,0.2,45.0,Winter,3200.0
79907-1615  ,2022-03,4488.0,65.0,0.3,40.0,Spring,3200.0
79907-1615  ,2022-04,5984.0,70.0,0.5,35.0,Spring,3200.0
79907-1615  ,2022-05,4488.0,80.0,0.2,30.0,Spring,3200.0
79907-1615  ,2022-06,5984.0,90.0,0.1,25.0,Summer,3200.0
79907-1615  ,2022-07,5984.0,95.0,0.0,20.0,Summer,3200.0
79907-1615  ,2022-08,5984.0,93.0,0.0,22.0,Summer,3200.0
79907-1615  ,2022-09,4488.0,85.0,0.3,30.0,Fall,3200.0
79907-1615  ,2022-10,4488.0,75.0,0.4,40.0,Fall,3200.0
79907-1615  ,2022-11,4488.0,65.0,0.2,45.0,Fall,3200.0
79907-1615  ,2022-12,5984.0,55.0,0.5,50.0,Winter,3200.0
79907-1615  ,2023-01,4488.0,56.0,0.3,50.0,Winter,3200.0
79907-1615  ,2023-02,4488.0,61.0,0.2,45.0,Winter,3200.0
79907-1615  ,2023-03,4488.0,67.0,0.2,42.0,Spring,3200.0
79907-1615  ,2023-04,4488.0,73.0,0.3,38.0,Spring,3200.0
79907-1615  ,2023-05,4488.0,82.0,0.2,32.0,Spring,3200.0
79907-1615  ,2023-06,7480.0,91.0,0.1,25.0,Summer,3200.0
79907-1615  ,2023-07,7480.0,97.0,0.0,20.0,Summer,3200.0
79907-1615  ,2023-08,7480.0,94.0,0.0,22.0,Summer,3200.0
79907-1615  ,2023-09,5984.0,86.0,0.2,30.0,Fall,3200.0
79907-1615  ,2023-10,5984.0,76.0,0.3,40.0,Fall,3200.0
79907-1615  ,2023-11,4488.0,66.0,0.2,45.0,Fall,3200.0
79907-1615  ,2023-12,4488.0,56.0,0.4,50.0,Winter,3200.0
79907-1615  ,2024-01,4488.0,57.0,0.3,50.0,Winter,3200.0
79907-1615  ,2024-02,4488.0,62.0,0.2,45.0,Winter,3200.0
79907-1615  ,2024-03,5984.0,68.0,0.2,42.0,Spring,3200.0
79907-1615  ,2024-04,4488.0,74.0,0.3,38.0,Spring,3200.0
79907-1615  ,2024-05,5984.0,83.0,0.2,32.0,Spring,3200.0
79907-1615  ,2024-06,5984.0,92.0,0.1,25.0,Summer,3200.0
79907-1615  ,2024-07,7480.0,98.0,0.0,20.0,Summer,3200.0
79907-1615  ,2024-08,5984.0,,,,,
79907-1615  ,2024-09,5984.0,,,,,
79907-1615  ,2024-10,4488.0,,,,,
79907-1615  ,2024-11,5984.0,,,,,
79907-1615  ,2024-12,5984.0,,,,,
79907-1615  ,2025-01,5984.0,,,,,
79907-1615  ,2025-02,7480.0,,,,,
79907-1615  ,2025-03,5984.0,,,,,
79907-1615  ,2025-04,5984.0,,,,,
79907-4909  ,2020-03,10472.0,,,,,
79907-4909  ,2020-04,10472.0,,,,,
79907-4909  ,2020-05,7480.0,,,,,
79907-4909  ,2020-06,8976.0,,,,,
79907-4909  ,2020-07,13464.0,,,,,
79907-4909  ,2020-08,11968.0,,,,,
79907-4909  ,2020-09,11968.0,,,,,
79907-4909  ,2020-10,8976.0,,,,,
79907-4909  ,2020-11,7480.0,,,,,
79907-4909  ,2020-12,8976.0,,,,,
79907-4909  ,2021-01,5984.0,,,,,
79907-4909  ,2021-02,8976.0,,,,,
79907-4909  ,2021-03,8976.0,,,,,
79907-4909  ,2021-04,5984.0,,,,,
79907-4909  ,2021-05,2992.0,,,,,
79907-4909  ,2021-06,0.0,,,,,
79907-4909  ,2021-07,1496.0,,,,,
79907-4909  ,2021-08,7480.0,,,,,
79907-4909  ,2021-09,8976.0,,,,,
79907-4909  ,2021-10,4488.0,,,,,
79907-4909  ,2021-11,5984.0,,,,,
79907-4909  ,2021-12,4488.0,,,,,
79907-4909  ,2022-01,5984.0,55.0,0.4,50.0,Winter,3200.0
79907-4909  ,2022-02,2992.0,60.0,0.2,45.0,Winter,3200.0
79907-4909  ,2022-03,5984.0,65.0,0.3,40.0,Spring,3200.0
79907-4909  ,2022-04,2992.0,70.0,0.5,35.0,Spring,3200.0
79907-4909  ,2022-05,5984.0,80.0,0.2,30.0,Spring,3200.0
79907-4909  ,2022-06,4488.0,90.0,0.1,25.0,Summer,3200.0
79907-4909  ,2022-07,7480.0,95.0,0.0,20.0,Summer,3200.0
79907-4909  ,2022-08,11968.0,93.0,0.0,22.0,Summer,3200.0
79907-4909  ,2022-09,13464.0,85.0,0.3,30.0,Fall,3200.0
79907-4909  ,2022-10,11968.0,75.0,0.4,40.0,Fall,3200.0
79907-4909  ,2022-11,10472.0,65.0,0.2,45.0,Fall,3200.0
79907-4909  ,2022-12,11968.0,55.0,0.5,50.0,Winter,3200.0
79907-4909  ,2023-01,11968.0,56.0,0.3,50.0,Winter,3200.0
79907-4909  ,2023-02,11968.0,61.0,0.2,45.0,Winter,3200.0
79907-4909  ,2023-03,11968.0,67.0,0.2,42.0,Spring,3200.0
79907-4909  ,2023-04,13464.0,73.0,0.3,38.0,Spring,3200.0
79907-4909  ,2023-05,11968.0,82.0,0.2,32.0,Spring,3200.0
79907-4909  ,2023-06,13464.0,91.0,0.1,25.0,Summer,3200.0
79907-4909  ,2023-07,17952.0,97.0,0.0,20.0,Summer,3200.0
79907-4909  ,2023-08,34408.0,94.0,0.0,22.0,Summer,3200.0
79907-4909  ,2023-09,11968.0,86.0,0.2,30.0,Fall,3200.0
79907-4909  ,2023-10,8976.0,76.0,0.3,40.0,Fall,3200.0
79907-4909  ,2023-11,10472.0,66.0,0.2,45.0,Fall,3200.0
79907-4909  ,2023-12,8976.0,56.0,0.4,50.0,Winter,3200.0
79907-4909  ,2024-01,14960.0,57.0,0.3,50.0,Winter,3200.0
79907-4909  ,2024-02,16456.0,62.0,0.2,45.0,Winter,3200.0
79907-4909  ,2024-03,13464.0,68.0,0.2,42.0,Spring,3200.0
79907-4909  ,2024-04,13464.0,74.0,0.3,38.0,Spring,3200.0
79907-4909  ,2024-05,13464.0,83.0,0.2,32.0,Spring,3200.0
79907-4909  ,2024-06,11968.0,92.0,0.1,25.0,Summer,3200.0
79907-4909  ,2024-07,11968.0,98.0,0.0,20.0,Summer,3200.0
79907-4909  ,2024-08,11968.0,,,,,
79907-4909  ,2024-09,10472.0,,,,,
79907-4909  ,2024-10,11968.0,,,,,
79907-4909  ,2024-11,10472.0,,,,,
79907-4909  ,2024-12,11968.0,,,,,
79907-4909  ,2025-01,11968.0,,,,,
79907-4909  ,2025-02,11968.0,,,,,
79907-4909  ,2025-03,11968.0,,,,,
79907-4909  ,2025-04,8976.0,,,,,
79907-5406  ,2022-07,0.0,95.0,0.0,20.0,Summer,3200.0
79907-5406  ,2022-08,4488.0,93.0,0.0,22.0,Summer,3200.0
79907-5406  ,2022-09,0.0,85.0,0.3,30.0,Fall,3200.0
79907-5406  ,2022-10,4488.0,75.0,0.4,40.0,Fall,3200.0
79907-5406  ,2022-11,0.0,65.0,0.2,45.0,Fall,3200.0
79907-5406  ,2022-12,1496.0,55.0,0.5,50.0,Winter,3200.0
79907-5406  ,2023-01,0.0,56.0,0.3,50.0,Winter,3200.0
79907-5406  ,2023-02,0.0,61.0,0.2,45.0,Winter,3200.0
79907-5406  ,2023-03,0.0,67.0,0.2,42.0,Spring,3200.0
79907-5406  ,2023-04,0.0,73.0,0.3,38.0,Spring,3200.0
79907-5406  ,2023-05,4488.0,82.0,0.2,32.0,Spring,3200.0
79907-5406  ,2023-06,14960.0,91.0,0.1,25.0,Summer,3200.0
79907-5406  ,2023-07,17952.0,97.0,0.0,20.0,Summer,3200.0
79907-5406  ,2023-08,26928.0,94.0,0.0,22.0,Summer,3200.0
79907-5406  ,2023-09,26928.0,86.0,0.2,30.0,Fall,3200.0
79907-5406  ,2023-10,19448.0,76.0,0.3,40.0,Fall,3200.0
79907-5406  ,2023-11,2992.0,66.0,0.2,45.0,Fall,3200.0
79907-5406  ,2023-12,1496.0,56.0,0.4,50.0,Winter,3200.0
79907-5406  ,2024-01,1496.0,57.0,0.3,50.0,Winter,3200.0
79907-5406  ,2024-02,0.0,62.0,0.2,45.0,Winter,3200.0
79907-5406  ,2024-03,11968.0,68.0,0.2,42.0,Spring,3200.0
79907-5406  ,2024-04,13464.0,74.0,0.3,38.0,Spring,3200.0
79907-5406  ,2024-05,22440.0,83.0,0.2,32.0,Spring,3200.0
79907-5406  ,2024-06,13464.0,92.0,0.1,25.0,Summer,3200.0
79907-5406  ,2024-07,31416.0,98.0,0.0,20.0,Summer,3200.0
79907-5406  ,2024-08,17952.0,,,,,
79907-5406  ,2024-09,7480.0,,,,,
79907-5406  ,2024-10,13464.0,,,,,
79907-5406  ,2024-11,17952.0,,,,,
